,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
1125,Startup_1126,AI,3,4546221122.78,16294099981.099234,49,Germany,2004,25.33
1129,Startup_1130,Blockchain,10,2898352053.3,9998845014.979565,21,Germany,2021,14.33
1145,Startup_1146,Biotech,2,439206678.57,1101213801.2080586,32,Germany,2011,29.17
1154,Startup_1155,EdTech,4,2162625290.73,6177030712.634724,32,Germany,2013,84.78
1157,Startup_1158,HealthTech,1,739322891.98,3274943136.0211115,21,Germany,2010,18.58
1167,Startup_1168,Blockchain,6,319293520.03,1134381955.042842,40,Germany,2015,125.87
1186,Startup_1187,E-commerce,9,1538901086.4,2714926920.8463783,33,Germany,2015,196.64
1187,Startup_1188,HealthTech,10,3194811673.49,13008539797.74497,41,Germany,2007,120.71
1220,Startup_1221,Fintech,1,3668341748.32,9191743061.33862,14,Germany,2019,167.96
1221,Startup_1222,EdTech,8,949597494.39,3757321509.745197,3,Germany,2009,96.74
1228,Startup_1229,Fintech,10,1028831622.92,4119454060.180579,50,Germany,2006,108.1
1231,Startup_1232,Fintech,6,1814196555.1,4570541466.586608,48,Germany,2020,181.97
1243,Startup_1244,SaaS,2,1391910338.44,4061576100.046432,39,Germany,2021,59.68
1255,Startup_1256,E-commerce,4,3671602870.63,15868466059.428335,50,Germany,2012,75.3
1258,Startup_1259,Biotech,2,528310098.12,2149907346.140903,17,Germany,2020,15.9
1277,Startup_1278,HealthTech,7,2309747431.39,10065710934.930029,20,Germany,2023,24.31
1278,Startup_1279,AI,1,2467440586.7,6415613966.382173,35,Germany,2011,110.08
1291,Startup_1292,EdTech,2,2984074141.22,5710441360.761596,40,Germany,2005,85.58
1302,Startup_1303,Biotech,2,2027130909.27,6105727847.299487,7,Germany,2023,31.16
1323,Startup_1324,Fintech,1,2111809441.88,6495821904.510581,26,Germany,2007,26.47
1345,Startup_1346,HealthTech,3,4037759259.35,17034826851.649698,15,Germany,2022,134.75
1347,Startup_1348,E-commerce,9,1419136808.43,5811682191.3395,25,Germany,2014,5.24
1352,Startup_1353,Blockchain,4,2595310110.14,10817150809.643251,39,Germany,2019,60.47
1372,Startup_1373,SaaS,3,132583941.08,411400260.4382547,48,Germany,2012,116.61
1380,Startup_1381,EdTech,5,4167110875.19,13548218851.355646,23,Germany,2015,65.89
1396,Startup_1397,Blockchain,3,326892759.3,698043508.0433033,31,Germany,2007,101.32
1397,Startup_1398,HealthTech,4,366211150.55,1281162948.1134896,16,Germany,2008,188.09
1399,Startup_1400,E-commerce,10,3730660210.74,7591622928.15044,35,Germany,2021,104.02
1408,Startup_1409,AI,6,2619538768.9,5049043254.164422,19,Germany,2008,122.24
1410,Startup_1411,HealthTech,3,4680140148.8,11075116892.486052,35,Germany,2023,51.15
1418,Startup_1419,E-commerce,1,4472745942.43,16513449432.571129,50,Germany,2020,7.77
1447,Startup_1448,Biotech,1,2553386225.88,9618689797.75098,8,Germany,2020,46.1
1451,Startup_1452,Biotech,10,348939626.47,849005819.1065668,28,Germany,2001,175.77
1460,Startup_1461,AI,9,3855984614.64,13060338929.623526,19,Germany,2022,110.87
1465,Startup_1466,EdTech,6,4360344706.06,7670897140.472166,30,Germany,2003,117.61
1467,Startup_1468,Blockchain,5,3334100795.34,11758960097.025885,21,Germany,2009,66.74
1481,Startup_1482,HealthTech,2,2035301753.15,7178250910.031378,27,Germany,2018,23.91
1490,Startup_1491,HealthTech,10,1391585867.68,3508211799.910213,14,Germany,2016,91.55
1497,Startup_1498,EdTech,2,2961424577.38,12371140058.885756,43,Germany,2004,81.04
1502,Startup_1503,Blockchain,7,1708058928.51,5822755819.714215,25,Germany,2002,28.27
1521,Startup_1522,HealthTech,5,904843637.92,2105095474.6149151,14,Germany,2014,23.16
1524,Startup_1525,AI,10,3066941029.63,13604740180.281036,24,Germany,2012,167.14
1542,Startup_1543,Biotech,5,3006363172.58,12510172654.133797,14,Germany,2002,149.72
1546,Startup_1547,SaaS,9,4315988569.58,11611797302.99971,45,Germany,2023,62.2
1564,Startup_1565,AI,1,4379529.46,18903809.299455427,47,Germany,2002,163.62
1567,Startup_1568,Fintech,10,1064867623.9,3997753899.6117,38,Germany,2005,75.99
1569,Startup_1570,AI,5,1673644619.03,7968559716.742893,11,Germany,2003,23.46
1574,Startup_1575,Biotech,2,136810581.81,320931135.27311563,37,Germany,2018,6.16
1575,Startup_1576,EdTech,6,983516445.01,4224002541.712293,25,Germany,2023,88.14
1586,Startup_1587,Fintech,5,3109070292.14,13985263459.554966,34,Germany,2004,67.47
1613,Startup_1614,EdTech,7,3941928807.14,6994377204.397626,32,Germany,2011,143.67
1619,Startup_1620,E-commerce,9,4992832778.52,22502116330.61673,15,Germany,2019,138.98
1638,Startup_1639,AI,10,1189574297.41,4583345081.81242,8,Germany,2021,154.55
1654,Startup_1655,HealthTech,5,300008501.5,850509723.709624,26,Germany,2014,89.23
1679,Startup_1680,HealthTech,10,1024861798.75,4207204039.247204,13,Germany,2014,41.81
1707,Startup_1708,SaaS,7,1471831130.71,6384062743.63803,10,Germany,2004,9.59
1734,Startup_1735,E-commerce,1,4008177125.46,8959020892.319359,1,Germany,2023,174.8
1739,Startup_1740,Blockchain,9,4944072908.68,17765871421.95815,45,Germany,2011,188.58
1745,Startup_1746,Blockchain,2,2000219742.74,3040259578.5946712,39,Germany,2002,151.33
1760,Startup_1761,Biotech,4,992388026.36,3954209220.4712224,36,Germany,2003,53.56
1768,Startup_1769,AI,7,1698903739.44,5291583103.132649,25,Germany,2018,158.93
1772,Startup_1773,SaaS,8,3316593875.99,7984742268.804262,36,Germany,2010,188.21
1774,Startup_1775,AI,4,4416333814.59,13393796175.16354,44,Germany,2013,75.76
1781,Startup_1782,Blockchain,4,1734508442.67,5433998360.211644,30,Germany,2012,126.44
1784,Startup_1785,EdTech,4,295148578.59,1375604641.60388,35,Germany,2010,183.96
1788,Startup_1789,HealthTech,9,538347032.34,1737523909.1179094,43,Germany,2016,125.2
1802,Startup_1803,HealthTech,2,3437418456.03,5246037842.652504,20,Germany,2021,84.86
1805,Startup_1806,HealthTech,6,3806319737.7,7726245415.486404,4,Germany,2010,180.86
1814,Startup_1815,Blockchain,10,4046890470.76,17163418273.6292,43,Germany,2001,33.07
1819,Startup_1820,Biotech,7,4568503654.07,15480193613.16258,31,Germany,2023,117.98
1821,Startup_1822,SaaS,5,1591339285.46,2947680639.604005,13,Germany,2015,188.21
1831,Startup_1832,SaaS,1,1160043136.04,3791851924.996275,35,Germany,2012,25.58
1832,Startup_1833,EdTech,7,1566789565.35,4260128244.136732,21,Germany,2020,31.54
1833,Startup_1834,Fintech,7,4942953941.66,13138349812.21964,39,Germany,2010,32.73
1839,Startup_1840,Fintech,6,146645451.1,306142972.58569795,2,Germany,2000,151.65
1842,Startup_1843,E-commerce,5,2572245693.45,6450903077.579535,40,Germany,2021,55.73
1857,Startup_1858,HealthTech,5,1526412906.41,7130360634.998502,17,Germany,2014,62.03
1869,Startup_1870,Biotech,2,4197335642.66,17433956826.520615,48,Germany,2010,110.87
1888,Startup_1889,SaaS,4,2424426072.39,8331405067.352382,11,Germany,2010,157.68
1906,Startup_1907,E-commerce,1,4724841584.01,8602385007.829136,42,Germany,2012,166.01
1913,Startup_1914,E-commerce,4,2687185589.57,10406598239.260748,43,Germany,2017,151.41
1940,Startup_1941,E-commerce,10,1177532802.41,3680236783.494733,20,Germany,2002,32.33
1962,Startup_1963,SaaS,2,2002477766.78,8074274694.551536,32,Germany,2009,125.37
1973,Startup_1974,SaaS,6,3768328557.73,11796509103.10563,14,Germany,2014,46.72
1995,Startup_1996,SaaS,1,2006590890.02,6239436585.671065,33,Germany,2004,100.76
1996,Startup_1997,Fintech,9,1751171510.4,3010605228.1448264,49,Germany,2022,136.5
2004,Startup_2005,E-commerce,1,2417172234.28,8006811508.162165,21,Germany,2018,101.01
2026,Startup_2027,AI,6,1645717274.38,7234959708.407111,32,Germany,2010,187.79
2034,Startup_2035,E-commerce,10,1402584417.27,6767982331.264817,18,Germany,2000,13.57
2041,Startup_2042,E-commerce,5,605693815.13,1826314515.0967605,35,Germany,2018,119.67
2052,Startup_2053,Blockchain,3,2500962356.18,10262589200.90703,29,Germany,2023,152.13
2053,Startup_2054,SaaS,2,1451816212.68,3668015431.959101,5,Germany,2022,41.07
2073,Startup_2074,Blockchain,10,1155534987.97,3888883252.868679,39,Germany,2002,20.02
2085,Startup_2086,HealthTech,9,1896793914.72,4809016770.963167,27,Germany,2021,105.04
2098,Startup_2099,E-commerce,8,247427577.61,1025318089.3218791,25,Germany,2014,194.65
2118,Startup_2119,AI,8,2879081173.78,10642842095.339684,2,Germany,2011,152.03
2125,Startup_2126,Blockchain,10,2069529396.91,5770066955.981871,46,Germany,2018,73.9
2142,Startup_2143,EdTech,7,1081595356.98,2853757553.8318005,43,Germany,2007,187.17
2154,Startup_2155,Blockchain,8,840966540.97,4062198979.971213,6,Germany,2000,79.49
2167,Startup_2168,EdTech,2,4597904620.96,8367029914.534429,35,Germany,2022,71.36
2206,Startup_2207,EdTech,7,2453511901.93,6597968258.877568,47,Germany,2023,127.24
2221,Startup_2222,Biotech,6,3337826653.28,9732527485.786057,16,Germany,2002,133.16
2231,Startup_2232,Blockchain,7,366237330.5,1427423532.144865,2,Germany,2010,157.53
2234,Startup_2235,E-commerce,9,787413438.17,1368008603.3818011,21,Germany,2018,77.81
2238,Startup_2239,E-commerce,1,1132198654.73,1969581081.1574752,5,Germany,2002,147.08
2246,Startup_2247,AI,5,1250834849.72,6176921420.871792,43,Germany,2020,162.64
2255,Startup_2256,AI,2,1385172153.99,5160099003.802955,36,Germany,2005,18.66
2270,Startup_2271,AI,10,4657307450.71,14048705656.9952,20,Germany,2014,160.23
2283,Startup_2284,Blockchain,6,4191462673.73,9326939558.326324,2,Germany,2009,146.91
2312,Startup_2313,Biotech,10,3532611367.79,6892953375.375741,38,Germany,2015,22.67
2328,Startup_2329,SaaS,2,4899161911.14,12478981819.754574,3,Germany,2023,130.22
2334,Startup_2335,Blockchain,8,918313105.73,1837797215.8653212,18,Germany,2016,93.88
2336,Startup_2337,HealthTech,5,205348799.18,990469096.603657,15,Germany,2022,134.6
2340,Startup_2341,EdTech,7,3307703379.34,6489752717.150174,44,Germany,2002,87.18
2355,Startup_2356,EdTech,2,3908570325.33,19523663952.78141,20,Germany,2016,6.14
2367,Startup_2368,Biotech,8,4558552501.3,8173571998.226581,36,Germany,2014,188.42
2368,Startup_2369,Biotech,9,4827987276.7,17347918487.69042,40,Germany,2017,77.39
2377,Startup_2378,SaaS,6,2084427233.57,3608890325.60524,46,Germany,2019,173.24
2391,Startup_2392,E-commerce,10,3406997299.29,15227102137.376295,1,Germany,2023,149.99
2414,Startup_2415,Blockchain,9,2367076321.12,6987748933.346804,25,Germany,2005,22.53
2418,Startup_2419,Biotech,8,4230548560.76,14411157547.313774,7,Germany,2021,78.32
2442,Startup_2443,Biotech,6,4261092044.47,16229410220.397572,32,Germany,2005,26.08
2468,Startup_2469,Fintech,3,2547927599.32,8294024102.564446,35,Germany,2016,84.93
2478,Startup_2479,Blockchain,1,127047006.03,634016528.5132725,28,Germany,2022,173.9
2483,Startup_2484,SaaS,7,4041059762.98,7607336815.68468,23,Germany,2017,144.7
2484,Startup_2485,HealthTech,7,4238619300.21,11695744675.555475,50,Germany,2016,18.41
2498,Startup_2499,Fintech,5,4252505953.26,9426473179.72862,27,Germany,2010,13.7
2500,Startup_2501,Fintech,7,4403080405.57,17882734290.905964,10,Germany,2021,45.78
2512,Startup_2513,Blockchain,2,1140215754.92,3156258728.5427136,14,Germany,2011,151.92
2515,Startup_2516,SaaS,7,402758181.25,1745069851.7724288,47,Germany,2002,159.83
2533,Startup_2534,Biotech,3,1911402415.89,6223651695.762692,40,Germany,2015,6.15
2547,Startup_2548,SaaS,9,3509235628.38,15298374028.431047,29,Germany,2018,22.85
2582,Startup_2583,AI,8,4712064910.35,9648661793.725504,8,Germany,2017,197.69
2583,Startup_2584,AI,1,147452134.51,550344183.484634,34,Germany,2016,158.98
2586,Startup_2587,AI,10,4304227168.6,16111190441.292831,46,Germany,2003,48.85
2593,Startup_2594,Blockchain,5,2685655423.25,11654215356.594776,34,Germany,2022,110.9
2596,Startup_2597,SaaS,3,717048059.33,3518721707.3107533,9,Germany,2011,171.14
2606,Startup_2607,AI,9,1270846819.53,5181796356.377772,30,Germany,2001,91.74
2609,Startup_2610,Biotech,1,3558095764.27,15900235975.464352,18,Germany,2003,43.05
2610,Startup_2611,AI,4,794767887.13,2150161252.6361413,27,Germany,2008,12.95
2620,Startup_2621,AI,8,613001116.28,2393901289.8880053,21,Germany,2006,101.27
2626,Startup_2627,HealthTech,6,3255167840.78,9454291142.834412,20,Germany,2016,17.61
2633,Startup_2634,Fintech,9,3504551387.36,15784034006.8269,17,Germany,2018,102.62
2638,Startup_2639,Fintech,5,2165657411.2,5349750291.97154,17,Germany,2011,56.47
2650,Startup_2651,E-commerce,7,4493334862.88,20523195721.60325,48,Germany,2021,95.26
2651,Startup_2652,HealthTech,2,1182104313.85,2290350561.727333,19,Germany,2007,30.48
2667,Startup_2668,Blockchain,6,4327718656.23,10460231513.346724,42,Germany,2007,185.41
2693,Startup_2694,HealthTech,3,2956746412.73,12162726867.149944,33,Germany,2010,5.43
2719,Startup_2720,AI,1,456106057.78,737107086.3911829,41,Germany,2007,49.26
2748,Startup_2749,SaaS,4,2948702670.77,5799476525.872462,42,Germany,2018,68.46
2754,Startup_2755,HealthTech,4,863844396.45,4251150519.839785,5,Germany,2021,152.83
2778,Startup_2779,E-commerce,4,4966477732.87,12594082857.425783,16,Germany,2000,80.07
2780,Startup_2781,Biotech,4,3033693153.23,10721986004.9518,50,Germany,2008,147.0
2786,Startup_2787,EdTech,6,3085542751.91,12800876577.2541,42,Germany,2002,121.7
2804,Startup_2805,HealthTech,7,2305985065.26,8584224086.506359,41,Germany,2003,192.45
2813,Startup_2814,Blockchain,1,74334021.53,270193029.7075224,37,Germany,2018,35.41
2816,Startup_2817,SaaS,3,1148128621.06,3247193751.08078,12,Germany,2006,182.09
2819,Startup_2820,SaaS,1,3346349335.06,14194718219.996971,42,Germany,2021,44.52
2821,Startup_2822,Fintech,8,1138983795.33,1825477251.0060413,21,Germany,2004,132.67
2826,Startup_2827,Biotech,8,4233621899.6,10116233755.944683,19,Germany,2010,88.09
2838,Startup_2839,HealthTech,7,451149570.7,2076273522.685172,43,Germany,2008,117.72
2850,Startup_2851,EdTech,3,2007446327.09,8893249078.37327,25,Germany,2000,79.78
2853,Startup_2854,AI,3,814449159.42,3557215280.445349,13,Germany,2011,147.39
2855,Startup_2856,HealthTech,10,1183225972.6,4136015633.533341,41,Germany,2014,193.87
2861,Startup_2862,HealthTech,6,2276099127.42,6765463742.888686,30,Germany,2016,170.26
2863,Startup_2864,Fintech,4,1721108156.27,6881220846.83054,32,Germany,2006,144.13
2865,Startup_2866,Blockchain,10,4743242382.6,20532197887.86971,12,Germany,2008,46.67
2878,Startup_2879,E-commerce,6,1525125557.61,3307145641.9599752,46,Germany,2007,154.45
2881,Startup_2882,HealthTech,8,3163674602.45,7772531981.559908,2,Germany,2013,127.82
2902,Startup_2903,HealthTech,6,2482969849.2,5326700599.526343,49,Germany,2003,130.42
2924,Startup_2925,HealthTech,5,1184482036.52,5580826787.615647,10,Germany,2001,58.11
2960,Startup_2961,Biotech,5,1737794785.45,6985718491.585513,36,Germany,2004,32.75
2961,Startup_2962,AI,7,2713265328.46,8857961289.593502,22,Germany,2003,174.44
2978,Startup_2979,Blockchain,3,4885013208.11,7385050086.819866,43,Germany,2018,110.03
2982,Startup_2983,AI,3,1493215714.02,3915217623.829453,44,Germany,2015,22.49
3000,Startup_3001,EdTech,1,731332280.86,2364840507.497715,21,Germany,2012,166.93
3027,Startup_3028,SaaS,4,544304151.96,2353009655.809813,16,Germany,2022,100.99
3040,Startup_3041,Fintech,8,2550331241.67,3928792262.286684,33,Germany,2014,62.95
3057,Startup_3058,Fintech,3,1814623864.35,9016388598.365168,27,Germany,2021,50.95
3060,Startup_3061,HealthTech,1,2401806226.46,6259110477.475401,34,Germany,2022,42.43
3071,Startup_3072,Blockchain,8,877369403.1,1573550063.0662415,45,Germany,2014,6.15
3084,Startup_3085,SaaS,9,2207677649.68,10953284100.18925,2,Germany,2019,61.58
3108,Startup_3109,AI,2,2141398952.44,4698963968.799151,49,Germany,2004,77.1
3130,Startup_3131,HealthTech,7,3846582082.86,11843059897.068851,14,Germany,2010,121.74
3143,Startup_3144,E-commerce,4,4538290593.63,9791694552.787115,11,Germany,2001,80.2
3148,Startup_3149,Biotech,2,2691793888.69,12328707113.868502,31,Germany,2013,54.35
3152,Startup_3153,Blockchain,4,2112704457.41,7385763596.878375,20,Germany,2009,58.24
3153,Startup_3154,AI,4,1798289792.9,6081057239.845272,24,Germany,2015,75.86
3158,Startup_3159,Blockchain,5,533213823.36,1036443340.6384966,30,Germany,2020,12.07
3162,Startup_3163,AI,6,4929164393.62,13589523179.779728,12,Germany,2022,174.27
3164,Startup_3165,AI,8,260827281.58,1126975338.0150394,36,Germany,2020,161.55
3165,Startup_3166,AI,5,2499714981.17,8366830345.7036915,42,Germany,2002,149.68
3169,Startup_3170,E-commerce,1,303242339.45,466477970.4883577,37,Germany,2002,163.24
3179,Startup_3180,Fintech,8,3882700859.93,10243701007.400097,37,Germany,2007,117.11
3180,Startup_3181,Biotech,6,107987466.36,430442179.8259265,39,Germany,2008,187.04
3195,Startup_3196,HealthTech,9,3525143524.01,14629518209.134466,3,Germany,2003,110.42
3207,Startup_3208,HealthTech,3,944814506.26,4481203995.318536,30,Germany,2017,44.98
