,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
477,Startup_478,SaaS,10,3991919995.03,10468161331.875782,15,USA,2021,157.35
484,Startup_485,Blockchain,3,2706760077.19,8352785480.501307,50,USA,2018,119.32
492,Startup_493,SaaS,6,3626534812.24,7670344690.691697,30,USA,2012,21.71
510,Startup_511,EdTech,2,315590343.5,837894052.3803977,49,USA,2014,179.92
517,Startup_518,HealthTech,2,3328081119.93,10605001534.117989,21,USA,2023,131.84
557,Startup_558,HealthTech,6,4100162447.54,14573406135.190989,30,USA,2012,44.25
558,Startup_559,EdTech,1,2113675156.14,6814566400.125529,20,USA,2012,108.78
560,Startup_561,Fintech,2,3346795911.25,14789253841.71002,35,USA,2000,62.67
572,Startup_573,Biotech,9,2181525017.24,10492148820.97177,19,USA,2015,59.11
574,Startup_575,HealthTech,5,4516738588.38,11698516281.204258,29,USA,2004,104.52
580,Startup_581,EdTech,9,75151474.64,237719354.11518487,35,USA,2018,24.14
587,Startup_588,HealthTech,4,1584015033.55,6966597381.101943,18,USA,2001,157.72
621,Startup_622,Fintech,7,902831243.57,1435779314.624346,13,USA,2014,149.94
629,Startup_630,EdTech,6,3109331118.06,6569392207.550295,43,USA,2011,170.2
642,Startup_643,E-commerce,8,276928970.21,1133344206.2179306,1,USA,2005,78.41
652,Startup_653,E-commerce,1,4583642037.24,10608457419.267698,1,USA,2005,84.28
673,Startup_674,EdTech,5,3930952272.62,8097064711.683238,15,USA,2021,126.78
674,Startup_675,EdTech,7,3499994159.14,6754188997.233329,15,USA,2017,165.72
678,Startup_679,EdTech,6,4500494280.42,16163056068.854708,38,USA,2021,73.05
689,Startup_690,AI,2,3689690359.24,8988173118.13967,43,USA,2013,131.08
717,Startup_718,Blockchain,10,925724593.84,3953597404.535924,30,USA,2006,160.53
719,Startup_720,AI,9,3442587076.73,13158374556.865644,39,USA,2000,113.54
720,Startup_721,HealthTech,9,2821099258.65,8878542862.157007,49,USA,2000,18.43
742,Startup_743,AI,4,864883889.15,2533064140.1122017,45,USA,2007,101.65
749,Startup_750,SaaS,4,2061135938.53,8326340850.890951,17,USA,2020,172.28
751,Startup_752,EdTech,10,2141874604.53,7413355868.904135,45,USA,2001,143.64
753,Startup_754,HealthTech,9,2036515936.55,8201401204.427494,39,USA,2020,141.54
774,Startup_775,SaaS,1,2220846618.09,11028499994.26022,13,USA,2020,76.36
775,Startup_776,SaaS,5,4526670285.24,15600914909.206514,19,USA,2019,11.88
779,Startup_780,EdTech,9,716150350.72,1744478580.3456492,14,USA,2011,70.05
791,Startup_792,E-commerce,8,4925150467.34,8930736672.791597,10,USA,2020,105.59
799,Startup_800,EdTech,2,4877588276.22,17821965715.476894,47,USA,2019,104.36
802,Startup_803,HealthTech,4,4181102837.53,20209459392.22156,17,USA,2022,144.55
805,Startup_806,E-commerce,10,358109417.61,1094742537.3495374,35,USA,2007,121.77
816,Startup_817,EdTech,6,1868236225.09,6623683870.660964,39,USA,2000,14.21
835,Startup_836,Blockchain,5,881611828.63,2104784468.16314,25,USA,2023,29.38
846,Startup_847,EdTech,8,4631066329.02,22142699388.94706,2,USA,2014,121.25
858,Startup_859,Blockchain,6,4937817434.28,19348635377.63361,21,USA,2021,176.63
871,Startup_872,AI,6,336103696.09,1477518611.2451098,2,USA,2001,82.66
888,Startup_889,Biotech,4,4240350719.49,13944342393.488249,17,USA,2005,125.99
894,Startup_895,Fintech,10,1784798964.52,3033041638.003277,26,USA,2021,99.7
896,Startup_897,SaaS,9,3387783132.2,16461493377.819014,17,USA,2001,149.93
904,Startup_905,Blockchain,1,3107098779.21,14324323298.751448,42,USA,2012,59.18
917,Startup_918,HealthTech,4,1765263374.31,6199695973.535186,7,USA,2020,185.44
920,Startup_921,Blockchain,1,4416267157.27,7068011181.764632,33,USA,2001,125.79
960,Startup_961,AI,10,3718199851.53,8040288169.364024,16,USA,2020,97.75
984,Startup_985,E-commerce,6,4445990666.93,11588289198.177402,7,USA,2023,183.55
988,Startup_989,HealthTech,3,1686877993.58,4939505746.722534,30,USA,2011,60.87
989,Startup_990,Fintech,6,565019143.26,1808654821.705557,27,USA,2001,164.52
993,Startup_994,EdTech,5,1010582990.12,3220041394.821751,11,USA,2005,198.49
998,Startup_999,SaaS,4,525618457.67,2262824168.510844,6,USA,2006,172.7
1005,Startup_1006,AI,1,257087721.02,636471745.8856208,46,USA,2002,178.06
1017,Startup_1018,E-commerce,4,3769156460.3,12531052628.914951,46,USA,2018,87.46
1034,Startup_1035,Fintech,2,2518837748.06,7845965902.972749,27,USA,2005,80.04
1035,Startup_1036,HealthTech,7,25691991.86,63783388.37681875,3,USA,2009,40.08
1036,Startup_1037,Biotech,10,2516098398.1,10821296868.43216,18,USA,2003,176.75
1040,Startup_1041,Fintech,1,65582199.84,273222103.7515163,6,USA,2007,101.43
1055,Startup_1056,HealthTech,2,4512812970.73,7745521579.627976,7,USA,2003,87.08
1061,Startup_1062,Fintech,10,4988508322.59,18796932288.318398,17,USA,2003,132.03
1070,Startup_1071,E-commerce,10,3625516215.78,8343545985.729815,12,USA,2003,126.14
1077,Startup_1078,Fintech,9,3206660426.01,7522519177.743293,13,USA,2013,53.69
1079,Startup_1080,SaaS,2,3104673311.63,6606338374.91204,21,USA,2020,178.35
1109,Startup_1110,Fintech,9,3102376426.46,6808035911.727445,16,USA,2011,113.9
1133,Startup_1134,Biotech,3,1632145013.11,7360437143.524407,38,USA,2010,136.53
1136,Startup_1137,EdTech,2,380246116.93,1650899315.1356175,45,USA,2005,137.07
1137,Startup_1138,SaaS,9,3240721400.4,14149777184.835669,33,USA,2017,104.68
1140,Startup_1141,Biotech,2,2940891408.38,11675009522.278442,44,USA,2006,5.49
1143,Startup_1144,EdTech,3,3524599148.07,8345803831.333146,30,USA,2003,91.87
1152,Startup_1153,HealthTech,5,1729427895.02,7332197536.678609,19,USA,2005,56.98
1161,Startup_1162,E-commerce,7,343906388.44,571702304.8007686,24,USA,2001,91.29
1168,Startup_1169,AI,3,2743730620.21,6235117152.174671,12,USA,2021,128.53
1174,Startup_1175,Blockchain,8,2089361617.87,4472560027.735761,10,USA,2016,109.96
1175,Startup_1176,SaaS,9,1399427483.43,6776477029.057709,41,USA,2010,121.35
1182,Startup_1183,SaaS,1,1544517369.22,5186021990.418882,2,USA,2022,53.57
1189,Startup_1190,EdTech,5,1104331063.2,4071418541.25467,22,USA,2006,35.42
1193,Startup_1194,Blockchain,7,1458067663.8,3517624749.0425158,20,USA,2020,136.34
1219,Startup_1220,E-commerce,7,642356233.51,1530476728.7391949,20,USA,2007,197.03
1247,Startup_1248,HealthTech,5,624677945.22,3088670277.349103,42,USA,2014,185.45
1262,Startup_1263,Fintech,5,1196890084.19,3154222008.13104,15,USA,2009,114.96
1284,Startup_1285,HealthTech,9,230823308.26,471465432.8994439,24,USA,2008,58.56
1288,Startup_1289,SaaS,10,432959678.22,2026176776.5228336,35,USA,2022,147.58
1290,Startup_1291,E-commerce,1,254683922.68,1204206020.1488068,33,USA,2016,187.75
1295,Startup_1296,E-commerce,7,59075949.77,185703402.0413444,15,USA,2023,49.26
1296,Startup_1297,HealthTech,4,1411413793.65,2320127875.125932,32,USA,2001,12.08
1299,Startup_1300,Blockchain,2,1216940883.99,4184770366.631555,47,USA,2010,68.76
1301,Startup_1302,EdTech,7,810195128.56,2674865512.9757214,1,USA,2002,124.31
1303,Startup_1304,AI,4,4464998246.44,12753041808.536856,25,USA,2010,47.71
1326,Startup_1327,Fintech,2,2103546360.86,4322484552.051681,26,USA,2021,57.14
1329,Startup_1330,EdTech,10,1998846226.83,5017767936.510153,11,USA,2006,15.91
1336,Startup_1337,HealthTech,1,4322215324.64,14663402318.30824,12,USA,2019,49.27
1344,Startup_1345,HealthTech,9,4145362056.65,16065210241.22439,18,USA,2018,197.69
1349,Startup_1350,AI,8,4148421950.4,16862699828.12996,45,USA,2003,5.96
1381,Startup_1382,SaaS,7,2825548558.62,8345723543.279011,45,USA,2010,130.74
1392,Startup_1393,Biotech,8,3981538858.48,17886244432.794212,42,USA,2019,173.32
1403,Startup_1404,HealthTech,4,4119207145.09,10815543431.311075,8,USA,2009,188.18
1420,Startup_1421,Blockchain,6,3073088932.34,14695712530.722784,48,USA,2000,29.97
1430,Startup_1431,EdTech,1,2475810301.65,6628263970.191121,35,USA,2008,28.87
1435,Startup_1436,E-commerce,3,788920117.78,2044111514.003624,39,USA,2016,63.79
1441,Startup_1442,Fintech,4,1521890977.56,4306476527.092464,17,USA,2008,190.93
1452,Startup_1453,Fintech,10,916865262.3,3478994370.742781,36,USA,2011,118.01
1464,Startup_1465,EdTech,2,2956299443.03,12320821985.658785,33,USA,2014,145.07
1482,Startup_1483,E-commerce,10,1808428927.31,3338985106.235838,16,USA,2013,160.8
1485,Startup_1486,AI,5,1781280094.31,8211779478.270943,5,USA,2007,130.61
1494,Startup_1495,SaaS,4,1667099306.41,3676493776.237824,5,USA,2002,131.57
1508,Startup_1509,AI,6,3590460177.98,8105414590.2508545,43,USA,2021,65.23
1525,Startup_1526,EdTech,10,3951685806.8,9637049397.157757,28,USA,2018,63.28
1531,Startup_1532,AI,2,1669299838.76,6964781399.413122,13,USA,2015,84.82
1538,Startup_1539,E-commerce,3,2709236350.25,6854556243.481363,16,USA,2020,42.38
1547,Startup_1548,Fintech,10,4284532590.9,7912853783.590465,26,USA,2017,164.85
1552,Startup_1553,Blockchain,4,251595377.41,758086447.0307739,40,USA,2000,191.25
1571,Startup_1572,E-commerce,6,4337786686.93,20837353386.048798,9,USA,2009,121.16
1576,Startup_1577,HealthTech,8,3064262733.38,9879742167.150991,41,USA,2001,65.15
1592,Startup_1593,AI,1,1727090113.1,2771657404.071063,50,USA,2016,82.21
1604,Startup_1605,E-commerce,7,834242668.05,2718767916.111911,43,USA,2009,136.82
1607,Startup_1608,HealthTech,8,3169501514.29,5264966458.505548,21,USA,2001,136.59
1629,Startup_1630,EdTech,3,2823868450.58,5786836677.266886,32,USA,2015,185.48
1632,Startup_1633,Biotech,5,3183909353.24,11320229536.043226,32,USA,2012,195.39
1634,Startup_1635,AI,6,1050181625.75,4446152862.499595,11,USA,2001,155.12
1663,Startup_1664,AI,7,1106403991.44,2920605885.344648,46,USA,2013,195.91
1667,Startup_1668,EdTech,3,1159602539.03,4296148947.695386,34,USA,2019,83.09
1672,Startup_1673,EdTech,1,4990337185.21,9138507328.58574,36,USA,2023,40.24
1678,Startup_1679,HealthTech,1,2168197638.5,4109470595.997633,49,USA,2002,134.07
1692,Startup_1693,HealthTech,2,2696873774.51,7232126204.055565,34,USA,2013,16.04
1720,Startup_1721,SaaS,4,1648856977.08,5142082580.897384,48,USA,2020,62.99
1721,Startup_1722,Fintech,8,1861308770.25,9062062075.138613,39,USA,2022,68.34
1724,Startup_1725,Biotech,5,4253616901.71,19107220038.65215,38,USA,2000,122.95
1726,Startup_1727,EdTech,3,162456394.35,738584187.8088609,40,USA,2008,18.91
1749,Startup_1750,Biotech,7,3473039329.87,11692432822.099997,7,USA,2001,80.63
1753,Startup_1754,HealthTech,6,3263529682.02,5143716677.74778,2,USA,2000,74.19
1757,Startup_1758,Fintech,9,1105548952.42,4931946434.192918,48,USA,2009,132.15
1782,Startup_1783,Blockchain,10,1981334537.79,5024367472.297194,12,USA,2019,119.71
1789,Startup_1790,Biotech,4,2935814025.72,4847919544.05553,19,USA,2010,22.8
1816,Startup_1817,E-commerce,7,4445699617.29,9964615516.166883,22,USA,2021,62.51
1820,Startup_1821,Fintech,7,4525232372.12,8293579185.865703,48,USA,2005,172.54
1830,Startup_1831,AI,8,3189470067.18,8163776981.523526,31,USA,2015,134.2
1834,Startup_1835,Blockchain,5,3172920626.69,12728488877.935072,46,USA,2015,130.58
1864,Startup_1865,AI,8,361591792.04,1465723913.0290835,40,USA,2019,157.05
1881,Startup_1882,EdTech,9,4816923279.34,9095223692.864902,38,USA,2011,97.53
1890,Startup_1891,Fintech,4,4909976906.33,20062392787.66858,30,USA,2019,34.35
1895,Startup_1896,Biotech,4,4835741553.79,21988678839.529724,26,USA,2008,144.9
1915,Startup_1916,Biotech,4,2174150777.62,3294194895.265682,26,USA,2007,198.04
1929,Startup_1930,Fintech,6,4664461993.8,10191827213.241615,47,USA,2007,96.6
1932,Startup_1933,HealthTech,9,1709629211.78,3264980992.3262963,48,USA,2016,145.82
1942,Startup_1943,SaaS,10,3883961369.49,8173549366.939786,35,USA,2011,6.92
1948,Startup_1949,Blockchain,7,1342668454.81,2924895262.5698123,24,USA,2020,77.79
1951,Startup_1952,Blockchain,3,3027188266.72,14103489809.06138,46,USA,2003,190.94
1955,Startup_1956,E-commerce,1,1876414487.09,6342439506.098046,44,USA,2021,58.68
1961,Startup_1962,Biotech,10,3662992328.52,18044170204.654823,14,USA,2003,150.62
1963,Startup_1964,E-commerce,3,2192197064.63,10190039365.01921,38,USA,2003,163.46
1980,Startup_1981,Fintech,4,3348995893.85,11404530442.198069,16,USA,2017,43.45
1988,Startup_1989,HealthTech,6,4742255519.06,14077198570.773428,49,USA,2019,73.62
1992,Startup_1993,SaaS,7,1657620900.7,8006045879.334347,42,USA,2013,82.6
2016,Startup_2017,Fintech,10,2354303309.27,6175479919.186571,5,USA,2018,30.83
2032,Startup_2033,Fintech,6,4463945250.47,6986719068.341686,9,USA,2022,178.01
2062,Startup_2063,EdTech,9,1463751328.53,2299575729.856708,9,USA,2021,181.87
2064,Startup_2065,E-commerce,8,1946298998.45,7412235592.13767,8,USA,2012,188.05
2072,Startup_2073,HealthTech,6,1349999101.8,4324508425.5224695,18,USA,2010,21.99
2079,Startup_2080,Biotech,1,2980729374.3,6898406736.885967,13,USA,2006,72.9
2097,Startup_2098,Biotech,3,1800053026.23,7142211171.831002,36,USA,2015,81.99
2111,Startup_2112,E-commerce,10,424524608.79,1526709466.729008,48,USA,2015,184.42
2119,Startup_2120,HealthTech,9,312836827.82,714517327.3666284,16,USA,2012,103.99
2127,Startup_2128,HealthTech,3,2799877612.79,5901936178.410065,42,USA,2002,160.39
2137,Startup_2138,E-commerce,9,1934572792.91,2955311319.9593306,40,USA,2019,170.93
2140,Startup_2141,EdTech,10,2716405937.87,10215034963.34718,12,USA,2016,147.17
2141,Startup_2142,HealthTech,8,3895247095.9,17646370785.22186,39,USA,2018,179.54
2158,Startup_2159,HealthTech,9,26984679.24,71741254.87681915,40,USA,2000,83.13
2161,Startup_2162,SaaS,9,2593264302.12,6620013291.571171,24,USA,2013,7.2
2162,Startup_2163,AI,6,1623943233.23,2753310834.4894257,15,USA,2006,185.96
2163,Startup_2164,SaaS,9,2193172155.97,4270355684.551817,17,USA,2022,87.62
2170,Startup_2171,AI,6,3464137383.16,6885115064.135779,17,USA,2004,186.52
2172,Startup_2173,HealthTech,5,3292451820.41,16110883869.181168,4,USA,2000,30.98
2180,Startup_2181,Fintech,8,659966994.36,1905661473.4181,24,USA,2002,92.3
2181,Startup_2182,Blockchain,5,1076657613.32,5102436349.121729,7,USA,2008,111.73
2184,Startup_2185,HealthTech,1,322772631.08,546983686.0867342,9,USA,2005,186.54
2194,Startup_2195,SaaS,1,4888013568.51,21076766877.94112,50,USA,2022,27.89
2199,Startup_2200,E-commerce,7,2338172705.99,9553196815.892006,48,USA,2021,70.55
2200,Startup_2201,Fintech,3,557529868.94,1910577910.340684,23,USA,2014,121.08
2204,Startup_2205,AI,9,2737988690.63,10132733356.387863,30,USA,2019,24.01
2212,Startup_2213,SaaS,6,51275891.84,166140501.47184375,38,USA,2014,67.66
2219,Startup_2220,SaaS,8,2868794479.74,11299493407.18217,45,USA,2002,96.65
2223,Startup_2224,SaaS,8,3278581395.56,7891118740.697335,18,USA,2008,71.23
2242,Startup_2243,HealthTech,6,929650032.2,3083691081.242493,19,USA,2017,99.91
2251,Startup_2252,EdTech,2,448060714.95,1660318249.894314,49,USA,2002,149.98
2252,Startup_2253,EdTech,7,3087214718.31,12059947614.070778,3,USA,2021,76.12
2291,Startup_2292,AI,8,1209541085.9,3133166371.8255496,18,USA,2006,27.67
2296,Startup_2297,Biotech,2,1175590187.02,2532342618.403718,16,USA,2019,36.41
2301,Startup_2302,EdTech,3,4412996777.99,11052209849.026209,30,USA,2013,190.62
2324,Startup_2325,EdTech,4,4967212916.59,18797551623.58852,42,USA,2005,135.23
2345,Startup_2346,SaaS,4,3272123652.83,12297204707.028524,19,USA,2018,35.77
2347,Startup_2348,EdTech,1,488952580.74,1647677631.526135,36,USA,2005,141.93
2360,Startup_2361,SaaS,1,838176345.86,2413521661.1690464,3,USA,2010,108.19
2363,Startup_2364,Blockchain,7,4295212282.57,14743418634.791431,28,USA,2014,190.58
2373,Startup_2374,Blockchain,1,1271803843.57,2674824574.401068,29,USA,2021,146.88
2374,Startup_2375,AI,3,4914633559.03,24289247720.93922,20,USA,2007,31.96
2376,Startup_2377,SaaS,3,35755059.65,107529608.27418418,14,USA,2010,69.71
2384,Startup_2385,Blockchain,1,1639469218.8,6236853500.294074,1,USA,2015,86.42
2420,Startup_2421,AI,4,433819465.54,2070218587.0927,16,USA,2012,116.47
2434,Startup_2435,Fintech,7,444380190.95,2219613360.629038,24,USA,2020,17.56
2447,Startup_2448,Biotech,6,1871848123.79,8670711970.153856,25,USA,2004,187.57
2454,Startup_2455,SaaS,1,3412194406.43,8320733264.802684,24,USA,2009,37.31
2459,Startup_2460,Blockchain,7,4082159809.65,10658138301.39219,39,USA,2010,34.67
2462,Startup_2463,Fintech,9,535174797.88,1135374406.4938726,42,USA,2019,31.71
2467,Startup_2468,EdTech,6,1721785897.96,8237637347.751203,9,USA,2008,5.14
2469,Startup_2470,HealthTech,3,1544712445.52,7687480863.31633,28,USA,2014,151.33
2476,Startup_2477,EdTech,1,4165035371.62,9666464619.82202,42,USA,2013,142.93
2477,Startup_2478,HealthTech,10,3411506683.04,10040159277.791508,17,USA,2004,144.36
2485,Startup_2486,Blockchain,3,1575867509.35,4342825249.474422,9,USA,2020,106.0
2492,Startup_2493,E-commerce,4,739326838.53,2852522275.0877566,45,USA,2010,59.98
2493,Startup_2494,EdTech,4,4859269101.81,13303085743.609186,31,USA,2010,29.1
2517,Startup_2518,HealthTech,7,2803330356.96,5343491509.245032,3,USA,2011,40.65
2528,Startup_2529,Biotech,2,1019882144.4,3536368256.808759,30,USA,2010,176.63
2552,Startup_2553,Blockchain,6,4975482937.68,23938023364.328983,32,USA,2003,184.61
2566,Startup_2567,Biotech,5,14111905.39,62237449.00734443,24,USA,2017,189.32
2595,Startup_2596,AI,2,834118422.16,4145312380.7832384,16,USA,2002,33.21
2602,Startup_2603,Biotech,5,4278281495.6,7552400504.911146,44,USA,2000,50.52
2636,Startup_2637,Fintech,2,957337375.8,3604631083.6568775,4,USA,2004,128.24
2657,Startup_2658,Blockchain,5,776748700.22,2292212286.2041545,21,USA,2015,152.92
2662,Startup_2663,SaaS,5,4513799168.37,7954901051.478139,27,USA,2003,137.44
2674,Startup_2675,Fintech,2,2956599720.86,12435619378.496,42,USA,2020,97.66
2687,Startup_2688,E-commerce,10,422411014.8,1284724449.680949,15,USA,2009,11.64
2700,Startup_2701,HealthTech,3,23488030.68,95254761.07302973,42,USA,2012,20.07
2703,Startup_2704,Blockchain,4,275914615.63,793359852.1686879,32,USA,2009,176.07
2715,Startup_2716,Fintech,7,1311783717.7,6172028658.46198,41,USA,2015,75.95
2722,Startup_2723,Blockchain,10,3391170296.67,11168062892.139076,23,USA,2017,173.68
2739,Startup_2740,HealthTech,8,3650251683.89,9738036975.648125,25,USA,2013,20.24
2745,Startup_2746,EdTech,4,3675080754.52,14446372000.159946,7,USA,2020,22.27
2746,Startup_2747,SaaS,4,2057383108.75,4581112171.611407,16,USA,2002,105.37
2764,Startup_2765,Biotech,8,1182337322.83,5728707383.408408,34,USA,2011,102.18
2770,Startup_2771,Blockchain,10,1346586206.38,5510928179.964432,41,USA,2000,131.74
2791,Startup_2792,SaaS,6,402285490.39,825514605.6326452,5,USA,2016,162.35
2795,Startup_2796,AI,10,3045765227.41,14887342555.21139,2,USA,2007,37.02
2815,Startup_2816,Fintech,1,1145548544.59,3479847120.646401,27,USA,2005,28.78
2824,Startup_2825,AI,8,1222141461.87,5582923121.250341,6,USA,2023,125.1
2864,Startup_2865,HealthTech,2,530836676.0,2436320493.2433367,30,USA,2002,120.97
2866,Startup_2867,Biotech,3,3267648695.68,14753335838.956787,27,USA,2018,101.47
2870,Startup_2871,HealthTech,4,95935269.79,180162215.75071675,19,USA,2017,89.95
2898,Startup_2899,EdTech,1,1375009858.13,2777704470.694103,13,USA,2015,171.45
2929,Startup_2930,Blockchain,1,924909995.8,2307836652.781076,3,USA,2002,127.9
2932,Startup_2933,Biotech,8,4839571037.3,23196242316.548428,38,USA,2021,19.83
2933,Startup_2934,EdTech,9,4964990901.02,14529639667.632755,50,USA,2002,114.41
2963,Startup_2964,Biotech,6,84415901.97,265782972.52859816,2,USA,2009,103.32
2966,Startup_2967,Blockchain,5,1899835374.62,8436860051.0403185,7,USA,2005,82.6
2973,Startup_2974,Fintech,10,248505288.18,1017778488.8840908,20,USA,2013,96.43
2981,Startup_2982,E-commerce,1,706301972.55,3246344497.7687035,11,USA,2010,21.7
2997,Startup_2998,Blockchain,5,3862147012.26,17537850904.60327,13,USA,2020,57.88
3013,Startup_3014,E-commerce,9,4297217867.28,9943688269.581116,10,USA,2007,93.57
3020,Startup_3021,Blockchain,10,4540696007.16,17164666785.944977,39,USA,2003,73.26
3023,Startup_3024,Biotech,8,4689109291.2,20727144270.46829,33,USA,2003,17.43
3030,Startup_3031,SaaS,3,3179547505.57,12049279238.276724,18,USA,2021,24.81
3032,Startup_3033,EdTech,5,2734741339.96,13227818230.718542,14,USA,2013,112.79
3036,Startup_3037,Fintech,8,1804337930.19,6545430422.793742,8,USA,2006,159.2
3048,Startup_3049,HealthTech,5,967600385.84,4062034497.829963,2,USA,2012,188.0
3088,Startup_3089,Biotech,5,2019410420.87,3396181820.763555,45,USA,2006,8.6
3091,Startup_3092,Fintech,9,4936426912.59,13812817755.064342,24,USA,2007,176.46
3094,Startup_3095,EdTech,9,3009532981.08,6744050886.732742,41,USA,2007,110.0
3099,Startup_3100,Biotech,7,3576144364.23,12621652668.557615,4,USA,2022,48.22
3113,Startup_3114,Fintech,2,3896020013.81,14749830513.37121,33,USA,2004,76.03
3122,Startup_3123,Biotech,3,2052926760.14,6285707125.453439,45,USA,2020,45.49
3131,Startup_3132,HealthTech,8,1487947045.46,3122454674.036432,43,USA,2010,121.53
3133,Startup_3134,Fintech,4,998778215.03,3398141156.1525955,3,USA,2005,163.6
3142,Startup_3143,SaaS,2,4137794623.01,16534974872.19584,45,USA,2019,90.12
3167,Startup_3168,Biotech,10,696436167.57,1949071039.6209264,15,USA,2018,100.61
3170,Startup_3171,AI,7,1228269550.62,2606525301.541409,24,USA,2019,52.06
3174,Startup_3175,Biotech,1,1001977155.58,3940313363.118068,8,USA,2011,16.79
3186,Startup_3187,E-commerce,3,964036624.88,3824347119.15481,8,USA,2019,137.17
3196,Startup_3197,Fintech,5,4063437874.06,15374608067.98902,5,USA,2011,157.05
3211,Startup_3212,Biotech,2,813098327.17,2188144421.365222,35,USA,2016,82.4
3214,Startup_3215,E-commerce,10,4063681714.49,16741794382.792892,26,USA,2004,172.2
3253,Startup_3254,EdTech,2,1943836555.69,5879880900.144014,17,USA,2002,137.24
3274,Startup_3275,SaaS,6,719101923.02,2656540922.774467,23,USA,2014,108.89
3282,Startup_3283,EdTech,4,4501020687.54,20923587219.006523,11,USA,2005,199.32
3286,Startup_3287,SaaS,4,1140794952.14,5613850754.744694,43,USA,2003,122.6
3302,Startup_3303,EdTech,2,2628413442.08,9693826064.43334,2,USA,2023,179.86
3308,Startup_3309,HealthTech,2,3320373925.32,10742538929.721537,24,USA,2006,37.2
3315,Startup_3316,Fintech,2,3982201138.67,14274654078.53932,8,USA,2004,169.67
