,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
4026,Startup_4027,EdTech,1,1823632413.66,5143735051.21733,47,India,2004,115.98
4169,Startup_4170,EdTech,5,2945695374.94,8532032786.366933,2,India,2003,164.69
4179,Startup_4180,EdTech,10,4956247513.59,14008461488.621143,43,India,2012,183.27
4184,Startup_4185,EdTech,4,116905768.88,313475036.43849456,33,India,2008,144.5
4261,Startup_4262,EdTech,2,1704300518.66,5597457689.84087,29,India,2019,91.17
4283,Startup_4284,EdTech,6,1415453332.4,5619878984.288105,45,India,2006,172.83
4401,Startup_4402,EdTech,9,986098539.5,4356471660.198471,30,India,2015,192.63
4510,Startup_4511,EdTech,4,4002827123.12,13156456849.929417,35,India,2009,70.19
4544,Startup_4545,EdTech,9,2162773601.57,8533869161.505653,14,India,2014,95.22
4545,Startup_4546,EdTech,9,4145843628.7,6971270668.359961,12,India,2022,199.86
4557,Startup_4558,EdTech,1,302923365.28,1065921195.8979284,27,India,2016,128.94
4570,Startup_4571,EdTech,1,2030084484.39,9660626072.215162,4,India,2018,154.76
4592,Startup_4593,EdTech,8,160265818.39,723796369.64286,9,India,2021,138.82
4787,Startup_4788,EdTech,4,4425871855.08,9379902662.593258,26,India,2004,88.14
4815,Startup_4816,EdTech,4,2325834923.19,5332381744.105804,25,India,2011,32.62
